Anno Accertamento;Mese Accertamento;Giorno Accertamento;Tipologia Verbale;Tipo Sanzione;Via 1;Numero Civico;Via 2;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario;Numero Verbali
2017;08;01;POLIZIA MUNICIPALE;Amministrativa;Via Pollenzo;68;(Altri);ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03;1
2017;08;01;POLIZIA MUNICIPALE;Amministrativa;Via Tirreno;0;Corso Re Umberto;ART. 21 PUNTO 2 ACCESSO GIARDINI, PARCHI ED AREE PUBBL. REGOLAMENTO TUTELA E BENESSERE ANIMALI;ACCESSO GIARDINI, PARCHI ED AREE PUBBL.;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;08;01;POLIZIA MUNICIPALE;Tributaria;Via Conte Verde;7;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;01;POLIZIA MUNICIPALE;Tributaria;Via Madonna Delle Rose;14;(Altri);ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;(Altri);ARTT. 30 C. 2?47 NETTEZZA DEL SUOLO REGOLAMENTO GESTIONE RIFIUTI URBANI;NETTEZZA DEL SUOLO;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;0;Corso Vittorio Emanuele Ii;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;155;(Altri);ARTT. 29 C. 1?47 ABBANDONO DI RIFIUTI REGOLAMENTO GESTIONE RIFIUTI URBANI;ABBANDONO DI RIFIUTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 21 SANZIONI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;SANZIONI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Corso Vittorio Emanuele Ii;0;Corso Inghilterra;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;(Altri);ART. 13 D. L.VO 517/92 ATTIVITA' PRODUTTIVE?PESI E MISURE;D. L.VO 517/92;VERIFICAZIONE PERIODICA;ATTIVITA' PRODUTTIVE?PESI E MISURE;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;(Altri);ARTT. 11 C. 6?49 OCCUPAZIONE POSTEGGIO REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Piazza P. Paleocapa;2;(Altri);ART. 29 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Strada Di Settimo;0;Via V. Avondo;ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via A.G. Barrili;0;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;13;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;13;(Altri);ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;15;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;15;(Altri);ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;23;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Arquata;23;(Altri);ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Borgaro;39;(Altri);ART. 11 C. 3 IN REL ART. 7 C. 1 LEGGE REGIONALE 9/2016 VIDEOGIOCHI;LEGGE REGIONALE 9/2016;DIVIETO DI PUBBLICITA';VIDEOGIOCHI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Borgaro;39;(Altri);ARTT. 7 C. 1?22 C. 1/6 ESERCIZI DI VICINATO ATTIVITA' PRODUTTIVE?D.L.vo 114/98;ESERCIZI DI VICINATO;ESERC. VEND. DETTAGLIO IN SEDE FISSA;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via C. Pinchia;11;(Altri);ART. 5 C. 8 RILASCIO?RINNOVO CONC. E AUTOR. REGOLAMENTO C.O.S.A.P.;RILASCIO?RINNOVO CONC. E AUTOR.;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Carlo Del Prete;68;(Altri);ARTT. 17 ? 29 C. 1 ESERCIZI PUBBLICI D. P. R. 327/80;ESERCIZI PUBBLICI O COMMERCIALI;GENERICO;IGIENE/TUTELA ALIMENTI?D.P.R. 327/80;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Cesana;51;(Altri);ART. 12 C. 1?21 C. 2 AMPLIAMENTO SUPERFICIE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AMPLIAMENTO SUPERFICIE;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via F. Morosini;22;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;02;POLIZIA MUNICIPALE;Amministrativa;Via Maria Vittoria;58;(Altri);ARTT. 26?27 PRESENTAZIONE DOCUMENTAZIONE E CONTROLLO REGOLAMENTO INQUINAMENTO ACUSTICO;PRESENTAZIONE DOCUMENTAZIONE E CONTROLLO;APPROVAZIONE STRUMENTI URBANISTICI;REGOLAMENTO INQUINAMENTO ACUSTICO;1
2017;08;02;POLIZIA MUNICIPALE;Tributaria;Strada Antica Di Collegno;182;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Tributaria;Via Cesana;51;(Altri);ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Tributaria;Via Monte Cristallo;2;(Altri);ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;02;POLIZIA MUNICIPALE;Tributaria;Via Po;25;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Bramante;0;Corso Achille Mario Dogliotti;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;3
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso G. Sommeiller;22;(Altri);ART. 193 IN REL ART. 258 C. 4 TRASPORTO RIFIUTI NON PERICOLOSI TUTELA AMBIENTE ? D.L.VO 152/06;TRASPORTO RIFIUTI NON PERICOLOSI;OBBLIGO DI TENUTA DEI FORMULARI;TUTELA AMBIENTE ? D.L.VO 152/06;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;103;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;125;(Altri);ART. 7 C. 1 IN REL ART. 1 L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;0;Corso Orbassano;ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;166;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;168;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;(Altri);ART. 13 D. L.VO 517/92 ATTIVITA' PRODUTTIVE?PESI E MISURE;D. L.VO 517/92;VERIFICAZIONE PERIODICA;ATTIVITA' PRODUTTIVE?PESI E MISURE;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;26;(Altri);ARTT. 2 ? 5 E D.M. 21/12/1984 STRUMENTI DI PESATURA LEGGE 05/08/1981 Nø 441;STRUMENTI DI PESATURA;VENDITA MERCI;ATTIVITA' PRODUTTIVE?L.441/81;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Via Arsenale;41;(Altri);ARTT. 5 C. 1?10 C. 1 RUMORE ESTERNO REGOLAMENTO INQUINAMENTO ACUSTICO;RUMORE ESTERNO;ATTIVITA' RUMOROSE PERMANENTI;REGOLAMENTO INQUINAMENTO ACUSTICO;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Via Montanaro;64;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;08;03;POLIZIA MUNICIPALE;Amministrativa;Via Sagra S.Michele;112;(Altri);ART. 3 C. 5 VARIAZIONI REGOLAMENTO C.O.S.A.P.;VARIAZIONI;AMMINISTRATORI STABILI;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Tributaria;Via Bologna;125;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Tributaria;Via C. Pavese;0;(Altri);ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;03;POLIZIA MUNICIPALE;Tributaria;Via Po;20;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;0;Corso Vittorio Emanuele Ii;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;2
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;0;Corso Vittorio Emanuele Ii;ART. 7 C. 1 LETT. Q COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;174;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Corso L. Einaudi;31;(Altri);ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;26;(Altri);ARTT. 38?49 DIVIETI REGOLAMENTO AREE MERCATALI;DIVIETI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Via Boston;13;(Altri);ART. 11 C. 3 IN REL ART. 7 C. 1 LEGGE REGIONALE 9/2016 VIDEOGIOCHI;LEGGE REGIONALE 9/2016;DIVIETO DI PUBBLICITA';VIDEOGIOCHI;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Via Boston;13;(Altri);ARTT. 6 C. 1?11 C. 2 LEGGE REGIONALE 9/2016 T.U.L.P.S.;LEGGE REGIONALE 9/2016;VIDEOGIOCHI;T.U.L.P.S.;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Via G. Servais;81;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;04;POLIZIA MUNICIPALE;Amministrativa;Via Malone;3;(Altri);ART. 241 LOCALI ? ATTREZZATURE REGOLAMENTO D'IGIENE;LOCALI ? ATTREZZATURE;AUTORIZZAZIONI A.S.L.;REGOLAMENTO D'IGIENE;1
2017;08;04;POLIZIA MUNICIPALE;Tributaria;Piazza Gran Madre Di Dio;1;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;04;POLIZIA MUNICIPALE;Tributaria;Via Giuseppe Verdi;33;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Corso Grosseto;295;(Altri);ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Corso Massimo D'azeglio;0;Corso Bramante;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;0;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Strada Della Pellerina;0;(Altri);ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Via Po;18;(Altri);ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;238;(Altri);ART. 3 C. 2BIS?11 C. 4 REGOLAMENTO COMUNALE 324 ATTIVITA' ACCONCIATORE;REGOLAMENTO COMUNALE 324;ASSENZA RESPONSABILE TECNICO;ATTIVITA' ACCONCIATORE;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;238;(Altri);ART. 5 L. 175/2005 L.174/2005 ATTIVITA' ACCONCIATORE;L.174/2005;SENZA REQUISITI PROFESSIONALI;ATTIVITA' ACCONCIATORE;1
2017;08;05;POLIZIA MUNICIPALE;Amministrativa;Viale Augusto Monti;21;(Altri);ART. 21 PUNTO 2 ACCESSO GIARDINI, PARCHI ED AREE PUBBL. REGOLAMENTO TUTELA E BENESSERE ANIMALI;ACCESSO GIARDINI, PARCHI ED AREE PUBBL.;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;08;05;POLIZIA MUNICIPALE;Tributaria;Via Po;18;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;06;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;330;(Altri);ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;08;06;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;371;(Altri);ART. 80 DIVIETI DI UTILIZZO IMPROPRIO S.VERDI REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETI DI UTILIZZO IMPROPRIO S.VERDI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;08;07;POLIZIA MUNICIPALE;Amministrativa;Via Bologna;74;(Altri);ART. 6 BIS OTTEMPERANZA REGOLAMENTO POLIZIA URBANA;OTTEMPERANZA;DISPOSIZIONI GENERALI;REGOLAMENTO POLIZIA URBANA;1
2017;08;07;POLIZIA MUNICIPALE;Amministrativa;Via Bologna;74;(Altri);ART. 8 C. 1 LETT. A ALTRE ATTIVITA' VIETATE REGOLAMENTO POLIZIA URBANA;ALTRE ATTIVITA' VIETATE;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;08;07;POLIZIA MUNICIPALE;Amministrativa;Via L. Marsigli;5;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;08;07;POLIZIA MUNICIPALE;Tributaria;Corso Giulio Cesare;4;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;07;POLIZIA MUNICIPALE;Tributaria;Via Nizza;109;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Corso Palestro;9;(Altri);ARTT. 11 C. 6?49 OCCUPAZIONE POSTEGGIO REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Corso Palestro;20;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;0;Corso Lecce;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Corso Umbria;57;(Altri);ART. 5 C. 8 RILASCIO?RINNOVO CONC. E AUTOR. REGOLAMENTO C.O.S.A.P.;RILASCIO?RINNOVO CONC. E AUTOR.;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Via G. Randaccio;81;(Altri);ART. 6 BIS OTTEMPERANZA REGOLAMENTO POLIZIA URBANA;OTTEMPERANZA;DISPOSIZIONI GENERALI;REGOLAMENTO POLIZIA URBANA;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Via Romagnano;9;(Altri);ART. 4 C. 5 UBICAZIONE E DIMENSIONI REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;UBICAZIONE E DIMENSIONI;OCCUPAZIONE SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Via Urbino;33;(Altri);ART. 252 C. 2 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Via Ventimiglia;145;(Altri);ARTT. 10 C. 1?21 C. 1 AUTORIZZAZIONI TEMPORANEE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONI TEMPORANEE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;08;08;POLIZIA MUNICIPALE;Amministrativa;Via Villa Della Regina;28;(Altri);ART. 28 C. 6 ? L.R. 31/85 CAPACITA' RECETTIVA ATTIVITA' PRODUTTIVE L.31/85;CAPACITA' RECETTIVA;ATTIVITA' EXTRA?ALBERGHIERE;ATTIVITA' PRODUTTIVE L.31/85;1
2017;08;08;POLIZIA MUNICIPALE;Tributaria;Corso Palestro;22;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;08;09;POLIZIA MUNICIPALE;Amministrativa;Corso Bolzano;0;Corso G. Matteotti;ART. 21 C. 4 CARATTERISTICHE VEICOLI REGOLAMENTO TAXI;CARATTERISTICHE VEICOLI;REG.SERV.PUBBLICO PIAZZA CON AUTOVETTURA;REGOLAMENTO TAXI;1
