Anno Accertamento;Mese Accertamento;Giorno Accertamento;Tipologia Verbale;Tipo Sanzione;Via 1;Numero Civico;Via 2;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario;Numero Verbali
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via Francesco Millio;10;(Altri);ART. 40 C. 2 SPECIE COLUMBA LIVIA DOMESTICA REGOLAMENTO TUTELA E BENESSERE ANIMALI;SPECIE COLUMBA LIVIA DOMESTICA;ALTRE SPECIE ANIMALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via Quittengo;35;(Altri);ART. 10 C. 3 REQUISITI ACUSTICI INTRATT. DANZANTI TUTELA AMBIENTE?L. 447/95;REQUISITI ACUSTICI INTRATT. DANZANTI;DPCM 215 DEL 16/04/1999;TUTELA AMBIENTE?L. 447/95;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via S.Teresa;23;(Altri);ART. 44 C. 3 MISURE CONTENITIVE REGOLAMENTO POLIZIA URBANA;MISURE CONTENITIVE;TUTELA TRANQUILLITA' PUBBLICA;REGOLAMENTO POLIZIA URBANA;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via Saluzzo;32;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via Sandro Botticelli;139;(Altri);ART. 677 C. 1 OMISSIONE LAVORI DI RIPRISTINO CODICE PENALE;OMISSIONE LAVORI DI RIPRISTINO;LAVORI IN EDIFICI CHE MINACCIANO ROVINA;CODICE PENALE;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via V. Andreis;3;(Altri);ART. 15 C. 4 IN REL ART. 3 C. 5D.L.vo 493/95 BANCHI FRIGORIFERI IGIENE/TUTELA ALIMENTI?D.Lvo 110/92;BANCHI FRIGORIFERI;ALIMENTI SURGELATI;IGIENE/TUTELA ALIMENTI?D.Lvo 110/92;1
2017;03;03;POLIZIA MUNICIPALE;Amministrativa;Via V. Andreis;3;(Altri);ART. 252 C. 2 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Corso Unione Sovietica;605;(Altri);ART. 18 C. 2 OCCUPAZIONI FUORI DALLA SEDE STRADALE REGOLAMENTO C.O.S.A.P.;OCCUPAZIONI FUORI DALLA SEDE STRADALE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Airasca;4;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Ala Di Stura;57;(Altri);ART. 18 C. 2 PASSI CARRABILI REGOLAMENTO C.O.S.A.P.;PASSI CARRABILI;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;3
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Borgo Dora;6;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Borgo Dora;10;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Borgo Dora;22;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Quittengo;35;(Altri);ART. 68 C. 1 TULPS IN REL ART. 666 C. 1 C.P. AUTORIZZAZIONE T.U.L.P.S.;AUTORIZZAZIONE;TRATTENIMENTO ? PUBBLICO SPETTACOLO;T.U.L.P.S.;1
2017;03;03;POLIZIA MUNICIPALE;Tributaria;Via Sandro Botticelli;139;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Corso Vigevano;41;(Altri);ART. 7 C. 2 LETT. B GENERICO REGOLAMENTO COMUNALE CIRCOLI PRIVATI;GENERICO;DISPOSIZIONI SANZIONI;REGOLAMENTO COMUNALE CIRCOLI PRIVATI;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Corso Vigevano;41;(Altri);ART. 8 C. 2 GENERICO REGOLAMENTO COMUNALE CIRCOLI PRIVATI;GENERICO;DISPOSIZIONI SANZIONI;REGOLAMENTO COMUNALE CIRCOLI PRIVATI;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;(Altri);ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Via C. Berthollet;4;(Altri);ART. 45 BIS C. 1/3 PHONE CENTERS REGOLAMENTO POLIZIA URBANA;PHONE CENTERS;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Via Desana;7;(Altri);ARTT. 9 C. 1?21 C. 1 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Via Saluzzo;31;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;2
2017;03;04;POLIZIA MUNICIPALE;Amministrativa;Via Saluzzo;32;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;03;04;QUESTURA;Amministrativa;Via Nizza;342;(Altri);ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;03;04;QUESTURA;Amministrativa;Viale Virgilio;2;(Altri);ART. 7 C. 1 LETT. Q COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Corso Orbassano;402;(Altri);ARTT. 5 C. 1?10 C. 1 RUMORE ESTERNO REGOLAMENTO INQUINAMENTO ACUSTICO;RUMORE ESTERNO;ATTIVITA' RUMOROSE PERMANENTI;REGOLAMENTO INQUINAMENTO ACUSTICO;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;1;(Altri);ART. 54 LEGGE 29 LUGLIO 2010 N� 120 SOMMIN.VENDITA DI ALCOOL ORE NOTTURNE;LEGGE 29 LUGLIO 2010 N� 120;INTERRUZIONE VENDITA;SOMMIN.VENDITA DI ALCOOL ORE NOTTURNE;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;5;(Altri);ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;5;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;(Altri);ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;14;(Altri);ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via C. Berthollet;12;(Altri);ART. 54 LEGGE 29 LUGLIO 2010 N� 120 SOMMIN.VENDITA DI ALCOOL ORE NOTTURNE;LEGGE 29 LUGLIO 2010 N� 120;INTERRUZIONE VENDITA;SOMMIN.VENDITA DI ALCOOL ORE NOTTURNE;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via G. Mazzini;26;(Altri);ART. 6 C. 2BIS DIVIETO ORE NOTTURNE ATTIVITA' PRODUTTIVE ? L..160/07;DIVIETO ORE NOTTURNE;VENDITA BEVANDE ALCOOLICHE;ATTIVITA' PRODUTTIVE ? L..160/07;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via G. Mazzini;26;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via G. Rossini;3;(Altri);ART. 6 C. 2BIS DIVIETO ORE NOTTURNE ATTIVITA' PRODUTTIVE ? L..160/07;DIVIETO ORE NOTTURNE;VENDITA BEVANDE ALCOOLICHE;ATTIVITA' PRODUTTIVE ? L..160/07;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via G. Rossini;3;(Altri);ART. 8 BIS C. 1 VENDITA E DETENZIONE BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA E DETENZIONE BEVANDE;DISP. PART. PER ATTIVITA' COMMERCIALI;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Matteo Pescatore;7;(Altri);ART. 44 BIS C. 3 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Matteo Pescatore;18;(Altri);ART. 8 BIS C. 4 VENDITA DETENZIONE DI BEVANDE REGOLAMENTO POLIZIA URBANA;VENDITA DETENZIONE DI BEVANDE;ESERCIZI DI SOMMINISTRAZIONE;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via S. Anselmo;0;Via Silvio Pellico;ART. 10 PUNTO 2 ABBANDONO DI ANIMALI REGOLAMENTO TUTELA E BENESSERE ANIMALI;ABBANDONO DI ANIMALI;DISPOSIZIONI GENERALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Via Vanchiglia;0;(Altri);ART. 44 C. 3 MISURE CONTENITIVE REGOLAMENTO POLIZIA URBANA;MISURE CONTENITIVE;TUTELA TRANQUILLITA' PUBBLICA;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Viale Virgilio;25;(Altri);ART. 44 C. 3 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;03;05;POLIZIA MUNICIPALE;Amministrativa;Viale Virgilio;25;(Altri);ART. 7 C. 2 L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE;1
2017;03;05;POLIZIA MUNICIPALE;Tributaria;Via R. Leoncavallo;45;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;0;Corso Vittorio Emanuele Ii;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Corso Vittorio Emanuele Ii;66;(Altri);ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;(Altri);ARTT. 38?49 DIVIETI REGOLAMENTO AREE MERCATALI;DIVIETI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Strada Di Altessano;0;Corso Grosseto;ART. 7 C. 1 LETT. A COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Via A. Ravizza;7;(Altri);ARTT. 9 C. 4?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;03;06;POLIZIA MUNICIPALE;Amministrativa;Via C. Berthollet;0;Via Goito;ART. 13 C. 2 IN REL ART. 5 C. 1 OMESSA CONSEGNA VEICOLO A CENTRI ABILIT. TUTELA AMBIENTE?D.L.VO 209/03;OMESSA CONSEGNA VEICOLO A CENTRI ABILIT.;VEICOLI A MOTORE E RIMORCHI;TUTELA AMBIENTE?D.L.VO 209/03;1
2017;03;06;POLIZIA MUNICIPALE;Tributaria;Corso Novara;6;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;06;POLIZIA MUNICIPALE;Tributaria;Piazza Gran Madre Di Dio;1;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;06;POLIZIA MUNICIPALE;Tributaria;Via A. Massena;70;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso Cosenza;0;Via S.Remo;ART. 193 IN REL ART. 258 C. 4 TRASPORTO RIFIUTI NON PERICOLOSI TUTELA AMBIENTE ? D.L.VO 152/06;TRASPORTO RIFIUTI NON PERICOLOSI;OBBLIGO DI TENUTA DEI FORMULARI;TUTELA AMBIENTE ? D.L.VO 152/06;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;7;(Altri);ART. 12 C. 3 OCCUPAZIONE POSTEGGIO REGOLAMENTO AREE MERCATALI;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;2
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;9;(Altri);ART. 12 C. 3 OCCUPAZIONE POSTEGGIO REGOLAMENTO AREE MERCATALI;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;2
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;52;(Altri);ART. 35 LOTTA CONTRO INSETTI IGIENE/TUTELA ALIMENTI?D.P.R. 327/80;LOTTA CONTRO INSETTI;GENERICO;IGIENE/TUTELA ALIMENTI?D.P.R. 327/80;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;52;(Altri);ARTT. 17 ? 29 C. 1 ESERCIZI PUBBLICI D. P. R. 327/80;ESERCIZI PUBBLICI O COMMERCIALI;GENERICO;IGIENE/TUTELA ALIMENTI?D.P.R. 327/80;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso Francia;323;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso G. Marconi;5;(Altri);ART. 6 C. 3 PUNTO 1 ALL. 2 REG. CEE N� 852/2004 ATTIVITA' PRODUTTIVE D.L.VO N� 193/2007;ALL. 2 REG. CEE N� 852/2004;REQUISITI IN MATERIA D'IGIENE;ATTIVITA' PRODUTTIVE D.L.VO N� 193/2007;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso G. Marconi;5;(Altri);ARTT. 8 C. 6 C. 8 IN REL ART. 21 C. 1 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;0;(Altri);ARTT. 28 C. 3 ? 29 C. 1 D.L.vo 31/3/98 N. 114;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;51;(Altri);ARTT. 16 C. 2?18 C. 3 VENDITA DI PRODOTTI SFUSI ETICHETTATURA?D.L.vo109/92;VENDITA DI PRODOTTI SFUSI;ETICHETTATURA PRODOTTI ALIMENTARI;ETICHETTATURA?D.L.vo109/92;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Corso Umbria;57;(Altri);ARTT. 80?87 FRUIZIONE PARCHI E GIARDINI PUBBLICI REGOLAMENTO VERDE PUBBLICO E PRIVATO;FRUIZIONE PARCHI E GIARDINI PUBBLICI;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Firenze;31;(Altri);ART. 7 C. 11 IDON. DEI LOCALI E DELLE ATTREZZATURE REGOLAMENTO ACCONCIATORE ED ESTETISTA;IDON. DEI LOCALI E DELLE ATTREZZATURE;IDONEITA' IGIENICO SANITARIA;REGOLAMENTO ACCONCIATORE ED ESTETISTA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Firenze;31;(Altri);ARTT. 10?11 ORARIO ESERCIZIO REGOLAMENTO ACCONCIATORE ED ESTETISTA;ORARIO ESERCIZIO;OBBLIGO ESPOSIZIONE;REGOLAMENTO ACCONCIATORE ED ESTETISTA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Firenze;31;(Altri);ARTT. 3 C. 2?11 DIRETTORE TECNICO REGOLAMENTO ACCONCIATORE ED ESTETISTA;DIRETTORE TECNICO;REQUISITI PER ESERCITARE L'ATTIVITA';REGOLAMENTO ACCONCIATORE ED ESTETISTA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via A. Manzoni;18;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Bobbio;21;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Carlo Noe';8;(Altri);ARTT. 28 C. 2?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Foligno;20;(Altri);ART. 13?21 C. 1 SUBINGRESSO ATTIVITA' PRODUTTIVE ? L.R. 38/2006;SUBINGRESSO;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Giuseppe Garibaldi;55;(Altri);ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Nicola Porpora;10;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Nicola Porpora;17;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Nicola Porpora;35;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Po;0;(Altri);ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Po;29;(Altri);ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;03;07;POLIZIA MUNICIPALE;Amministrativa;Via Po;33;(Altri);ART. 22 C. 2 OPERATORI DEL PROPRIO INGEGNO REGOLAMENTO POLIZIA URBANA;OPERATORI DEL PROPRIO INGEGNO;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Corso F. Brunelleschi;99;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Strada Di Altessano;40;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via A. Manzoni;18;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via Giuseppe Garibaldi;55;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via Po;0;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via Po;29;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via Po;33;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;03;07;POLIZIA MUNICIPALE;Tributaria;Via Vanchiglia;18;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
